9.766948,77.096777,10:56:51.0
9.766948,77.096777,10:56:51.0
9.766948,77.096777,10:56:51.0
9.766948,77.096777,10:56:51.0
9.766948,77.096777,10:57:2.0
9.766948,77.096777,10:57:2.0
9.766948,77.096777,10:57:6.0
9.766948,77.096777,10:57:6.0
9.766948,77.096777,10:57:6.0
9.766948,77.096777,10:57:6.0
9.766948,77.096777,10:57:6.0
9.766948,77.096777,10:57:6.0
9.766948,77.096777,10:57:19.0
9.766948,77.096777,10:57:19.0
9.766948,77.096777,10:57:23.0
9.766948,77.096777,10:57:23.0
9.766948,77.096777,10:57:27.0
9.766948,77.096777,10:57:27.0
9.766948,77.096777,10:57:27.0
9.766948,77.096777,10:57:27.0
9.766948,77.096777,10:57:27.0
9.766948,77.096777,10:57:38.0
9.766948,77.096777,10:57:38.0
9.766948,77.096777,10:57:42.0
9.766948,77.096777,10:57:42.0
9.766948,77.096777,10:57:42.0
9.766948,77.096777,10:57:42.0
9.766948,77.096777,10:57:42.0
9.766948,77.096777,10:57:42.0
9.766948,77.096777,10:57:42.0
9.766948,77.096777,10:57:57.0
9.766948,77.096777,10:57:57.0
9.766948,77.096777,10:58:1.0
9.766948,77.096777,10:58:1.0
9.766948,77.096777,10:58:1.0
9.766948,77.096777,10:58:1.0
9.766948,77.096777,10:58:1.0
9.766948,77.096777,10:58:1.0
9.766948,77.096777,10:58:14.0
9.766948,77.096777,10:58:14.0
9.766948,77.096777,10:58:18.0
9.766948,77.096777,10:58:18.0
9.766948,77.096777,10:58:18.0
9.766948,77.096777,10:58:18.0
9.766948,77.096777,10:58:18.0
9.766948,77.096777,10:58:18.0
9.766948,77.096777,10:58:31.0
9.766948,77.096777,10:58:31.0
9.766948,77.096777,10:58:35.0
9.766948,77.096777,10:58:35.0
9.766948,77.096777,10:58:39.0
9.766948,77.096777,10:58:39.0
9.766948,77.096777,10:58:39.0
9.766948,77.096777,10:58:39.0
9.766948,77.096777,10:58:39.0
9.766948,77.096777,10:58:50.0
9.766948,77.096777,10:58:50.0
9.766948,77.096777,10:58:54.0
9.766948,77.096777,10:58:54.0
9.766948,77.096777,10:58:54.0
9.766948,77.096777,10:58:54.0
9.766948,77.096777,10:58:54.0
9.766948,77.096777,10:58:54.0
9.766948,77.096777,10:59:7.0
9.766948,77.096777,10:59:7.0
9.766948,77.096777,10:59:11.0
9.766948,77.096777,10:59:11.0
9.766948,77.096777,10:59:15.0
9.766948,77.096777,10:59:15.0
9.766948,77.096777,10:59:15.0
9.766948,77.096777,10:59:15.0
9.766948,77.096777,10:59:24.0
9.766948,77.096777,10:59:24.0
9.766948,77.096777,10:59:28.0
9.766948,77.096777,10:59:28.0
9.766948,77.096777,10:59:32.0
9.766948,77.096777,10:59:32.0
9.766948,77.096777,10:59:32.0
9.766948,77.096777,10:59:32.0
9.766948,77.096777,10:59:32.0
9.766948,77.096777,10:59:43.0
9.766948,77.096777,10:59:43.0
9.766948,77.096777,10:59:47.0
9.766948,77.096777,10:59:47.0
9.766948,77.096777,10:59:51.0
9.766948,77.096777,10:59:51.0
9.766948,77.096777,10:59:51.0
9.766948,77.096777,10:59:51.0
9.766948,77.096777,11:0:0.0
9.766948,77.096777,11:0:0.0
9.766948,77.096777,11:0:4.0
9.766948,77.096777,11:0:4.0
9.766948,77.096777,11:0:8.0
9.766948,77.096777,11:0:8.0
9.766948,77.096777,11:0:8.0
9.766948,77.096777,11:0:8.0
9.766948,77.096777,11:0:8.0
9.766948,77.096777,11:0:19.0
9.766948,77.096777,11:0:19.0
9.766948,77.096777,11:0:23.0
9.766948,77.096777,11:0:23.0
9.766948,77.096777,11:0:23.0
9.766948,77.096777,11:0:23.0
9.766948,77.096777,11:0:23.0
9.766948,77.096777,11:0:23.0
9.766948,77.096777,11:0:36.0
9.766948,77.096777,11:0:36.0
9.766948,77.096777,11:0:40.0
9.766948,77.096777,11:0:40.0
9.766948,77.096777,11:0:44.0
9.766948,77.096777,11:0:44.0
9.766948,77.096777,11:0:44.0
9.766948,77.096777,11:0:44.0
9.766948,77.096777,11:0:44.0
9.766948,77.096777,11:0:55.0
9.766948,77.096777,11:0:55.0
9.766948,77.096777,11:0:59.0
9.766948,77.096777,11:0:59.0
9.766948,77.096777,11:0:59.0
9.766948,77.096777,11:0:59.0
9.766948,77.096777,11:0:59.0
9.766948,77.096777,11:0:59.0
9.766948,77.096777,11:1:12.0
9.766948,77.096777,11:1:12.0
